pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"TOI-2048 b","TOI-2048",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",13.79019000000,,2.61000000,7.32000000,646.00,5185.00,116.56700000,1,1
"TOI-206 b","TOI-206",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.73631040000,0.0112000000,1.30000000,2.24000000,910.00,3383.00,47.74650000,1,1
"TOI-2081 b","TOI-2081",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",10.50534000000,0.0752000000,2.04000000,4.82000000,488.00,3800.00,62.34460000,1,1
"TOI-2136 b","TOI-2136",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",7.85192800000,0.0570000000,2.19000000,6.37000000,395.00,3342.00,33.36310000,1,1
"TOI-2158 b","TOI-2158",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",8.60077000000,0.0750000000,10.76062147,260.61929374,1188.00,5673.00,198.47300000,1,1
"TOI-2180 b","TOI-2180",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",260.79000000000,0.8280000000,11.32107051,875.61726129,348.00,5695.00,116.68500000,1,1
"TOI-2184 b","TOI-2184",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",6.90683000000,,11.39953337,206.58846455,1676.05,5966.00,788.31700000,1,1
"TOI-2193 A b","TOI-2193 A",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.12257350000,0.0331900000,19.83989584,298.75870258,1763.00,5966.00,337.06400000,2,1
"TOI-2196 b","TOI-2196",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.19472680000,0.0223400000,3.51000000,26.00000000,1860.00,5634.00,259.94700000,1,1
"TOI-2207 b","TOI-2207",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",8.00196800000,0.0854000000,11.15293580,203.41018048,1259.00,6101.00,373.34500000,1,1
"TOI-2236 b","TOI-2236",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.53159020000,0.0500900000,14.36991326,502.16888306,1688.00,6248.00,355.59000000,1,1
"TOI-2260 b","TOI-2260",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.35247280000,0.0097000000,1.62000000,3.26000000,2609.00,5534.00,101.25100000,1,1
"TOI-2337 b","TOI-2337",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.99432000000,,10.08808263,508.52545120,1272.46,4780.00,536.04600000,1,1
"TOI-2411 b","TOI-2411",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.78269420000,0.0144000000,1.68000000,3.46000000,1355.00,4099.00,59.53620000,1,1
"TOI-2421 b","TOI-2421",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.34740320000,0.0543000000,10.36830715,105.83685953,1534.00,5607.00,327.92700000,1,1
"TOI-2427 b","TOI-2427",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.30600110000,0.0202000000,1.80000000,3.89000000,1117.00,4072.00,28.51470000,1,1
"TOI-2445 b","TOI-2445",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.37112810000,0.0064000000,1.25000000,2.10000000,1060.00,3333.00,48.58200000,1,1
"TOI-2545 b","TOI-2545",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",7.99403700000,,2.75000000,8.00000000,1022.99,5846.29,107.11800000,1,1
"TOI-2567 b","TOI-2567",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",5.98394400000,0.0672000000,10.92875618,63.88350981,1352.00,5611.00,504.77500000,1,1
"TOI-2570 b","TOI-2570",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.98876150000,0.0414500000,13.64132951,260.61929374,1431.00,5771.00,361.85700000,1,1
"TOI-2669 b","TOI-2669",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",6.20340000000,,19.72780603,193.87532827,1226.00,4800.00,393.44300000,1,1
"TOI-277 b","TOI-277",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.99400000000,0.0269000000,2.65000000,7.51000000,587.92,4031.00,64.66920000,1,1
"TOI-3331 A b","TOI-3331 A",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.01802310000,0.0314400000,12.97999965,721.47048389,1488.00,5609.00,217.19300000,2,1
"TOI-3540 A b","TOI-3540 A",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.11999900000,0.0428900000,23.53885947,375.03752026,1498.00,5810.00,,2,1
"TOI-3629 b","TOI-3629",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.93655100000,0.0430000000,8.29464572,82.63538582,690.00,3870.00,130.09100000,1,1
"TOI-3693 b","TOI-3693",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",9.08851600000,0.0813000000,12.59889431,324.18497514,801.00,5321.00,176.43600000,1,1
"TOI-3714 b","TOI-3714",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.15484900000,0.0270000000,11.32107051,222.47988490,750.00,3660.00,112.71000000,2,1
"TOI-3757 b","TOI-3757",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.43875300000,0.0384500000,12.00000000,85.30000000,759.00,3913.00,181.13900000,1,1
"TOI-3884 b","TOI-3884",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.54458280000,0.0361000000,6.43000000,32.59000000,441.00,3180.00,43.14480000,1,1
"TOI-411 b","HD 22946",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.04029500000,0.0572700000,1.36200000,13.71000000,1241.00,6169.00,62.77920000,1,3
"TOI-411 c","HD 22946",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",9.57308300000,0.1017000000,2.32800000,9.72000000,931.00,6169.00,62.77920000,1,3
"TOI-4137 b","TOI-4137",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.80161220000,0.0522200000,13.57407563,457.67290608,1570.00,6202.00,334.99300000,1,1
"TOI-4329 b","TOI-4329",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",2.92230000000,,16.81347105,143.02278315,2027.12,6000.00,717.12800000,1,1
"TOI-4479 b","TOI-4479",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.15890000000,0.0164000000,2.82000000,8.35000000,861.00,3400.00,80.65320000,1,1
"TOI-500 b","TOI-500",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.54817700000,0.0118900000,1.16600000,1.42000000,1617.00,4440.00,47.39240000,1,4
"TOI-500 c","TOI-500",2022,"Radial Velocity","La Silla Observatory",6.63560000000,,2.09000000,5.03000000,,4440.00,47.39240000,1,4
"TOI-500 d","TOI-500",2022,"Radial Velocity","La Silla Observatory",26.23300000000,,6.35000000,33.12000000,,4440.00,47.39240000,1,4
"TOI-500 e","TOI-500",2022,"Radial Velocity","La Silla Observatory",61.30000000000,,3.99000000,15.05000000,,4440.00,47.39240000,1,4
"TOI-5153 b","TOI-5153",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",20.33003000000,0.1580000000,11.88151954,1036.12060682,906.00,6300.00,390.48400000,1,1
"TOI-5174 b","TOI-5174",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",12.21428600000,,5.35100000,24.80000000,808.37,5643.77,197.24300000,1,1
"TOI-5238 b","TOI-5238",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.87217100000,,5.22000000,23.70000000,1042.00,5631.00,290.64600000,1,1
"TOI-5398 b","TOI-5398",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",10.59054700000,0.0980000000,10.30000000,58.70000000,947.00,6000.00,130.85500000,1,2
"TOI-544 b","TOI-544",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.54835200000,0.0225000000,2.01800000,2.89000000,999.00,4169.00,41.11660000,1,2
"TOI-5542 b","TOI-5542",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",75.12375000000,0.3320000000,11.30986153,419.53349724,441.00,5700.00,348.84900000,1,1
"TOI-620 b","TOI-620",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",5.09881790000,0.0482500000,3.76000000,13.60000000,603.60,3708.00,33.02310000,1,1
"TOI-712 b","TOI-712",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",9.53136100000,0.0792800000,2.04900000,4.85000000,650.00,4622.00,58.62120000,1,3
"TOI-712 c","TOI-712",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",51.69906000000,0.2447000000,2.70100000,7.76000000,369.90,4622.00,58.62120000,1,3
"TOI-712 d","TOI-712",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",84.83960000000,0.3405000000,2.47400000,6.68000000,313.60,4622.00,58.62120000,1,3
"TOI-833 b","TOI-833",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.04187770000,0.0171000000,1.27000000,2.15000000,1118.00,3920.00,41.71480000,1,1
"TOI-969 b","TOI-969",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.82373050000,0.0263600000,2.76500000,9.10000000,941.00,4435.00,77.25540000,1,2
"TOI-969 c","TOI-969",2022,"Radial Velocity","Multiple Observatories",1700.00000000000,2.5200000000,12.40000000,3591.46099910,96.40,4435.00,77.25540000,1,2
"TYC 2187-512-1 b","TYC 2187-512-1",2022,"Radial Velocity","Calar Alto Observatory",691.90000000000,1.2200000000,12.50000000,104.88337431,114.69,3734.00,15.47440000,1,1
"WASP-132 c","WASP-132",2022,"Transit","Transiting Exoplanet Survey Satellite (TESS)",1.01153624000,0.0183300000,1.84100000,6.26000000,1329.00,4686.00,122.91000000,1,3
"mu2 Sco b","mu2 Sco",2022,"Imaging","Paranal Observatory",,242.4000000000,12.30000000,4576.72906080,159.05,21700.00,,1,1
"pi Men d","HD 39091",2022,"Radial Velocity","La Silla Observatory",124.64000000000,0.5060000000,3.72000000,13.38000000,443.55,5998.00,18.27020000,1,3
"75 Cet c","75 Cet",2023,"Radial Velocity","Okayama Astrophysical Observatory",2051.62000000000,3.9290000000,13.90000000,289.85950718,376.92,4809.00,82.96130000,2,2
"AF Lep b","AF Lep",2023,"Imaging","Paranal Observatory",8905.00000000000,8.9960000000,13.00000000,1147.36054927,1400.00,6140.00,26.85640000,1,1
"AU Mic d","AU Mic",2023,"Transit Timing Variations","Multiple Observatories",12.73596000000,,1.02000000,1.05300000,,3678.00,9.72210000,1,4
"BD+37 3172 b","BD+37 3172",2023,"Radial Velocity","McDonald Observatory",1887.76000000000,4.6500000000,12.40000000,3368.98111420,713.25,4500.00,454.25100000,1,1
"BD+42 2315 b","BD+42 2315",2023,"Radial Velocity","McDonald Observatory",123.05000000000,0.5400000000,14.20000000,174.80562385,1247.58,4500.00,610.71500000,1,1
"BD-210397 b","BD-210397",2023,"Radial Velocity","La Silla Observatory",1891.00000000000,2.6300000000,14.00000000,214.00000000,104.11,4051.00,23.73240000,1,2
"BD-210397 c","BD-210397",2023,"Radial Velocity","La Silla Observatory",6240.00000000000,5.9000000000,12.90000000,1525.57635360,69.51,4051.00,23.73240000,1,2
"DMPP-4 b","DMPP-4",2023,"Radial Velocity","Multiple Observatories",3.49820000000,0.0485300000,3.53000000,12.20000000,1645.69,6400.00,25.32840000,1,1
"EPIC 229004835 b","EPIC 229004835",2023,"Transit","K2",16.14113200000,0.1237000000,2.33200000,10.40000000,804.00,5868.00,121.97100000,1,1
"GJ 1151 c","GJ 1151",2023,"Radial Velocity","Multiple Facilities",389.70000000000,0.5714000000,3.25000000,10.62000000,88.30,3280.00,8.03625000,1,1
"GJ 328 c","GJ 328",2023,"Radial Velocity","Roque de los Muchachos Observatory",241.80000000000,0.6570000000,4.91000000,21.40000000,184.01,3897.00,20.52660000,1,2
"GJ 367 c","GJ 367",2023,"Radial Velocity","La Silla Observatory",11.53010000000,,1.86000000,4.13000000,,3522.00,9.41263000,1,3
"GJ 367 d","GJ 367",2023,"Radial Velocity","La Silla Observatory",34.36900000000,,2.33000000,6.03000000,,3522.00,9.41263000,1,3
"GJ 3988 b","GJ 3988",2023,"Radial Velocity","Calar Alto Observatory",6.94420000000,0.0405000000,1.74000000,3.69000000,348.00,3273.00,9.91050000,1,1
"GJ 724 b","GJ 724",2023,"Radial Velocity","Calar Alto Observatory",5.10128400000,0.0468500000,3.27000000,10.75000000,611.00,3799.00,16.96580000,1,1
"GJ 806 b","GJ 806",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",0.92632370000,0.0140600000,1.33100000,1.90000000,940.00,3600.00,12.04450000,1,2
"GJ 806 c","GJ 806",2023,"Radial Velocity","Multiple Observatories",6.64064000000,0.0523000000,2.28000000,5.80000000,490.00,3600.00,12.04450000,1,2
"GJ 9404 b","GJ 9404",2023,"Radial Velocity","Roque de los Muchachos Observatory",13.45860000000,0.0943000000,3.48000000,11.90000000,473.50,3811.00,23.88390000,1,1
"HAT-P-2 c","HAT-P-2",2023,"Radial Velocity","Multiple Observatories",8500.00000000000,,12.40000000,3400.76395490,,6412.00,127.77400000,1,2
"HD 108202 b","HD 108202",2023,"Radial Velocity","La Silla Observatory",2990.00000000000,3.7000000000,13.10000000,953.48522100,93.04,4556.03,38.68460000,1,1
"HD 110067 b","HD 110067",2023,"Transit","Multiple Observatories",9.11367800000,0.0793000000,2.20000000,5.69000000,800.00,5266.00,32.15850000,3,6
"HD 110067 c","HD 110067",2023,"Transit","Multiple Observatories",13.67369400000,0.1039000000,2.38800000,6.30000000,699.00,5266.00,32.15850000,3,6
"HD 110067 d","HD 110067",2023,"Transit","Multiple Observatories",20.51961700000,0.1362000000,2.85200000,8.52000000,602.00,5266.00,32.15850000,3,6
"HD 110067 e","HD 110067",2023,"Transit","Multiple Observatories",30.79309100000,0.1785000000,1.94000000,3.90000000,533.00,5266.00,32.15850000,3,6
"HD 110067 f","HD 110067",2023,"Transit","Multiple Observatories",41.05854000000,0.2163000000,2.60100000,5.04000000,489.00,5266.00,32.15850000,3,6
"HD 110067 g","HD 110067",2023,"Transit","Multiple Observatories",54.76992000000,0.2621000000,2.60700000,8.40000000,440.00,5266.00,32.15850000,3,6
"HD 112300 b","HD 112300",2023,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",466.63000000000,1.3300000000,12.20000000,5031.22368281,1240.35,3657.00,62.07324000,1,1
"HD 112570 b","HD 112570",2023,"Radial Velocity","Multiple Observatories",2615.00000000000,3.9000000000,13.10000000,1086.97315194,364.01,4750.00,101.16600000,1,1
"HD 135625 b","HD 135625",2023,"Radial Velocity","La Silla Observatory",4055.00000000000,5.4000000000,13.30000000,731.00533610,146.04,6040.64,56.51800000,1,1
"HD 135694 b","HD 135694",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",15.92347556800,0.1246950000,2.85700000,6.10000000,750.83,5712.00,73.87130000,1,1
"HD 154391 b","HD 154391",2023,"Radial Velocity","Multiple Observatories",5163.00000000000,7.4600000000,12.50000000,2892.23850370,253.57,4909.00,100.94700000,1,1
"HD 15906 b","HD 15906",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",10.92470900000,0.0900000000,2.24000000,5.65000000,668.00,4757.00,45.56210000,1,2
"HD 15906 c","HD 15906",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",21.58329800000,0.1410000000,2.93000000,8.91000000,532.00,4757.00,45.56210000,1,2
"HD 165131 b","HD 165131",2023,"Radial Velocity","Multiple Facilities",2342.60000000000,3.5400000000,12.10000000,5943.39121090,155.20,5870.00,57.42630000,1,1
"HD 167677 b","HD 167677",2023,"Radial Velocity","Multiple Facilities",1820.00000000000,2.8770000000,13.20000000,905.81095995,151.90,5474.00,54.32580000,1,1
"HD 169142 b","HD 169142",2023,"Imaging","Paranal Observatory",,37.2000000000,13.10000000,953.48522100,71.02,7246.00,113.60000000,1,1
"HD 18438 b","HD 18438",2023,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",803.00000000000,2.1000000000,12.10000000,6674.39654700,1208.15,3860.00,224.14600000,1,1
"HD 185283 b","HD 185283",2023,"Radial Velocity","La Silla Observatory",4060.00000000000,4.6000000000,13.60000000,413.17692910,93.97,4848.00,31.39500000,1,1
"HD 207496 b","HD 207496",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",6.44100800000,0.0629000000,2.25000000,6.10000000,743.00,4819.00,23.60600000,1,1
"HD 22946 d","HD 22946",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",47.42489000000,0.2958000000,2.60700000,26.57000000,546.00,6169.00,62.77920000,1,3
"HD 235088 b","HD 235088",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",7.43413250000,0.0706000000,1.98200000,4.15000000,805.00,5075.00,41.17060000,1,1
"HD 25463 b","HD 25463",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",7.04914230000,0.0760000000,2.54535814,8.70000000,1198.46,6353.00,45.61810000,1,2
"HD 25463 c","HD 25463",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",3.04405000000,0.0443000000,1.36354953,4.30000000,1585.57,6353.00,45.61810000,1,2
"HD 36384 b","HD 36384",2023,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",490.00000000000,1.3000000000,12.70000000,2097.66748620,1032.58,3940.00,209.30900000,1,1
"HD 6061 b","HD 6061",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",5.25490000000,0.0600000000,2.42763557,10.00000000,1075.31,5934.00,67.62030000,2,1
"HD 63433 d","HD 63433",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",4.20907500000,0.0503000000,1.07300000,1.25000000,1040.00,5688.00,22.40350000,1,3
"HD 6860 b","HD 6860",2023,"Radial Velocity","Bohyunsan Optical Astronomical Observatory",663.87000000000,2.0300000000,11.90000000,8981.83078182,1196.06,3802.00,61.12469000,1,1
"HD 73256 c","HD 73256",2023,"Radial Velocity","La Silla Observatory",2690.00000000000,3.8000000000,12.20000000,5085.25451200,133.92,5570.00,36.70800000,1,1
"HD 74698 b","HD 74698",2023,"Radial Velocity","La Silla Observatory",15.01700000000,0.1210000000,5.12000000,23.00000000,925.57,5783.00,52.06480000,1,2
"HD 74698 c","HD 74698",2023,"Radial Velocity","La Silla Observatory",3449.00000000000,4.5000000000,14.00000000,126.00000000,151.77,5783.00,52.06480000,1,2
"HD 75302 b","HD 75302",2023,"Radial Velocity","La Silla Observatory",4356.00000000000,5.3000000000,12.80000000,1716.27339780,115.76,5697.46,30.32880000,1,1
"HD 88986 b","HD 88986",2023,"Radial Velocity","Haute-Provence Observatory",146.05000000000,0.5800000000,2.49000000,17.20000000,460.00,5861.00,33.26730000,1,1
"HD 89839 b","HD 89839",2023,"Radial Velocity","Multiple Facilities",3391.20000000000,4.7130000000,12.80000000,1748.05623850,159.03,6314.00,57.30630000,1,1
"HD 94771 b","HD 94771",2023,"Radial Velocity","La Silla Observatory",2164.00000000000,3.4800000000,14.20000000,169.00000000,200.79,5631.00,57.78070000,1,1
"HD 99492 c","HD 99492",2023,"Radial Velocity","Roque de los Muchachos Observatory",95.23300000000,,4.42000000,17.90000000,,4929.00,18.20380000,2,2
"HIP 113103 b","HIP 113103",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",7.61030300000,0.0689900000,1.82900000,4.00000000,721.00,4930.00,46.21220000,1,2
"HIP 113103 c","HIP 113103",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",14.24564800000,0.1047900000,2.40000000,6.35000000,585.00,4930.00,46.21220000,1,2
"HIP 29442 c","TOI-469",2023,"Radial Velocity","Paranal Observatory",3.53795590000,0.0451800000,1.55100000,4.50000000,1123.00,5289.00,68.19200000,1,3
"HIP 29442 d","TOI-469",2023,"Radial Velocity","Paranal Observatory",6.42957500000,0.0673000000,1.53800000,5.14000000,920.00,5289.00,68.19200000,1,3
"HIP 54597 b","HIP 54597",2023,"Radial Velocity","La Silla Observatory",3274.00000000000,4.0000000000,13.30000000,762.78817680,94.00,4799.00,39.74290000,1,1
"HIP 66074 b","HIP 66074",2023,"Astrometry","European Space Agency (ESA) Gaia Satellite",310.90000000000,0.7990000000,12.90000000,1589.14203500,192.69,4300.00,35.44380000,1,1
"HIP 81208 C b","HIP 81208 C",2023,"Imaging","Paranal Observatory",104100.00000000000,23.0400000000,12.30000000,4703.86042360,2050.00,,147.53300000,3,1
"HIP 8152 b","HIP 8152",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",10.75101400000,0.0930000000,2.53625843,8.90000000,794.96,5618.00,101.69400000,1,2
"HIP 8152 c","HIP 8152",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",19.60562000000,0.1390000000,2.52442508,10.70000000,650.68,5618.00,101.69400000,1,2
"HIP 9618 b","HIP 9618",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",20.77285800000,0.1450000000,3.82838127,8.30000000,640.88,5649.00,67.54780000,1,2
"HIP 9618 c","HIP 9618",2023,"Transit","Transiting Exoplanet Survey Satellite (TESS)",52.56363000000,0.2690000000,3.42855926,7.00000000,470.31,5649.00,67.54780000,1,2
"HIP 99770 b","HIP 99770",2023,"Imaging","Multiple Observatories",18600.00000000000,15.8000000000,12.20000000,5403.08291900,135.17,8000.00,40.07650000,1,1
"HN Lib b","HN Lib",2023,"Radial Velocity","Calar Alto Observatory",36.11600000000,0.1417000000,2.20000000,5.46000000,234.40,3347.00,6.24442000,1,1
"K2-2016-BLG-0005L b","K2-2016-BLG-0005L",2023,"Microlensing","K2",4700.00000000000,4.1600000000,13.70000000,349.61124770,,,5200.00000000,1,1
"K2-312 c","HD 80653",2023,"Radial Velocity","Roque de los Muchachos Observatory",921.20000000000,1.9610000000,12.80000000,1719.45168187,226.65,5959.00,109.86000000,1,2
"K2-415 b","K2-415",2023,"Transit","K2",4.01796940000,0.0270000000,1.01500000,7.50000000,412.40,3173.00,21.81820000,1,1
"K2-416 b","K2-416",2023,"Transit","K2",13.10200000000,0.0880000000,2.66000000,1652.70771640,447.00,3746.00,120.31100000,1,1
"K2-417 b","K2-417",2023,"Transit","K2",6.53500000000,0.0630000000,3.31000000,699.22249540,558.00,3861.00,94.04240000,1,1
"KMT-2016-BLG-1105L b","KMT-2016-BLG-1105L",2023,"Microlensing","KMTNet",,2.4400000000,1.33000000,2.32000000,,,5080.00000000,1,1
"KMT-2017-BLG-0428L b","KMT-2017-BLG-0428L",2023,"Microlensing","KMTNet",,1.8100000000,2.23000000,5.59000000,,,5400.00000000,1,1
"KMT-2017-BLG-1003L b","KMT-2017-BLG-1003L",2023,"Microlensing","KMTNet",,1.3800000000,2.13000000,5.19000000,,,7090.00000000,1,1
"KMT-2017-BLG-1194L b","KMT-2017-BLG-1194L",2023,"Microlensing","KMTNet",,1.7800000000,1.70000000,3.54000000,,,4240.00000000,1,1
"KMT-2018-BLG-0885L b","KMT-2018-BLG-0885L",2023,"Microlensing","KMTNet",,1.0700000000,11.90000000,9217.02380300,,,6890.00000000,1,1
"KMT-2019-BLG-0297L b","KMT-2019-BLG-0297L",2023,"Microlensing","KMTNet",,0.9600000000,12.10000000,6038.73973300,,,3090.00000000,1,1
